decimalLongitude,decimalLatitude,depth,year,month,scientificName,aphiaID,depth0,valid_AphiaID,BO_sstmean,BO2_tempmean_bdmean
-3.837329,50.19374,27.6500006,2014, 6,Cliona celata,134121,27.6500006,134121,12.442000389099121,11.583329200744629
-4.157286,50.36133,NA,1998, 9,Cliona celata,134121,0,134121,11.968000411987305,12.797130584716797
-4.051587,51.5634,7.5,2006, 5,Cliona celata,134121,7.5,134121,12.33899974822998,12.01830768585205
-10.13534,51.755,5.5,2014, 5,Cliona celata,134121,5.5,134121,12.178000450134277,12.22688102722168
-5.154378,51.6975,6,2019, 5,Cliona celata,134121,6,134121,11.895999908447266,11.914915084838867
-2.820107,50.67689,23,2004,10,Cliona celata,134121,23,134121,12.63700008392334,12.353241920471191
-4.905045,50.19232,11,2007, 7,Cliona celata,134121,11,134121,12.772000312805176,11.665840148925781
1.16553,52.95513,12.3499999,2011, 9,Cliona celata,134121,12.3499999,134121,NA,NA
-2.850805,50.65892,NA,2016, 6,Cliona celata,134121,0,134121,12.795000076293945,12.193452835083008
-5.316297,51.7372,NA,1973, 1,Cliona celata,134121,0,134121,11.854999542236328,10.53059196472168
1.14826,52.9519,5.600000145,2013,10,Cliona celata,134121,5.600000145,134121,NA,NA
-2.75072,50.03165,64,2006, 1,Cliona celata,134121,64,134121,12.699999809265137,11.535771369934082
-5.673468,50.0223,21.5,2014, 7,Cliona celata,134121,21.5,134121,12.678000450134277,11.305371284484863
-3.724837,50.19883,21.5,2018, 6,Cliona celata,134121,21.5,134121,12.539999961853027,11.425928115844727
-5.26405,51.73771,9.5,2016, 8,Cliona celata,134121,9.5,134121,11.937999725341797,11.090065002441406
-4.605393,52.95875,26.1000004,2005, 5,Cliona celata,134121,26.1000004,134121,NA,NA
-5.829806,50.22085,40,2007, 7,Cliona celata,134121,40,134121,12.39799976348877,11.461939811706543
-6.273673,49.9265,19.5,2018, 6,Cliona celata,134121,19.5,134121,12.505999565124512,12.302018165588379
-3.517902,50.33558,22,2014, 7,Cliona celata,134121,22,134121,12.480999946594238,12.327022552490234
-5.20397,51.75672,NA,2014, 8,Cliona celata,134121,0,134121,12.178999900817871,11.845529556274414
-4.341505,50.2202,NA,2006, 2,Cliona celata,134121,0,134121,12.925000190734863,11.388639450073242
-4.685016,52.13337,13.75,1997, 6,Cliona celata,134121,13.75,134121,11.937999725341797,11.700111389160156
-2.456202,50.54419,NA,2019, 7,Cliona celata,134121,0,134121,12.437999725341797,12.204387664794922
-8.598772,54.60663,18.8000002,1996, 7,Cliona celata,134121,18.8000002,134121,11.706000328063965,10.629171371459961
-3.782294,50.20277,21,2018, 6,Cliona celata,134121,21,134121,12.442000389099121,11.583329200744629
-6.268333,49.97484,28,2010, 5,Cliona celata,134121,28,134121,12.505999565124512,12.302018165588379
-4.642583,52.94925,32.5,2008, 5,Cliona celata,134121,32.5,134121,NA,NA
-5.276,51.7403,13,2009, 8,Cliona celata,134121,13,134121,11.937999725341797,11.090065002441406
-4.1561477,50.36076,NA,1998, 9,Cliona celata,134121,0,134121,11.968000411987305,12.797130584716797
-2.801006,50.68484,18.1499996,2004, 7,Cliona celata,134121,18.1499996,134121,12.63700008392334,12.353241920471191
-4.812008450836258,52.75335486329171,NA,2005, 5,Cliona celata,134121,0,134121,11.75100040435791,10.406094551086426
-4.690886639294272,51.670604666944634,NA,2008, 9,Cliona celata,134121,0,134121,12.461000442504883,12.234513282775879
-3.488384,50.45572,9,2010, 7,Cliona celata,134121,9,134121,12.92199993133545,12.70434856414795
-5.272752,51.73886,NA,1986, 8,Cliona celata,134121,0,134121,11.937999725341797,11.090065002441406
-4.061897,50.29215,14.5,2011, 7,Cliona celata,134121,14.5,134121,12.656000137329102,11.940855026245117
-0.0741656,54.1042,NA,2002, 6,Cliona celata,134121,0,134121,10.333999633789062,10.161457061767578
-4.79932,53.64164,NA,2005, 8,Cliona celata,134121,0,134121,11.348999977111816,9.727639198303223
-2.456751,50.54183,13.1500001,1998, 7,Cliona celata,134121,13.1500001,134121,12.437999725341797,12.204387664794922
-4.339496,54.38101,NA,2000, 6,Cliona celata,134121,0,134121,11.133999824523926,11.090126991271973
-4.209203,53.19732,NA,2016, 6,Cliona celata,134121,0,134121,NA,NA
-5.1063,51.71489,9.25,2008, 5,Cliona celata,134121,9.25,134121,12.25100040435791,12.028338432312012
-4.788378,50.21373,20.1500006,1996, 6,Cliona celata,134121,20.1500006,134121,12.968000411987305,11.293524742126465
-2.366666,49.40084,NA,2009, 8,Cliona celata,134121,0,134121,12.907999992370605,11.684056282043457
-4.06198,50.29225,17.5,1996, 8,Cliona celata,134121,17.5,134121,12.656000137329102,11.940855026245117
