decimalLongitude,decimalLatitude,depth,year,month,scientificName,aphiaID,depth0,valid_AphiaID,BO_sstmean,BO2_tempmean_bdmean
-70.6800003052,41.5099983215,0,  NA,"NA",Edwardsiella lineata,283549,0,283549,11.609999656677246,11.926885604858398
-70.6262283325,41.7385787964,NA,2007, 7,Edwardsiella lineata,283549,0,283549,10.911999702453613,11.784921646118164
115.41667,-32,46,  NA,"NA",Edwardsiella lineata,283549,46,283549,21.017000198364258,20.796964645385742
148.23333,-42.59667,85,  NA,"NA",Edwardsiella lineata,283549,85,283549,14.692000389099121,14.425345420837402
151.22667,-34.11923,100,  NA,"NA",Edwardsiella lineata,283549,100,283549,20.270000457763672,18.9669246673584
115.41667,-32,46,  NA,"NA",Edwardsiella lineata,283549,46,283549,21.017000198364258,20.796964645385742
-70.6800003052,41.5099983215,NA,  NA,"NA",Edwardsiella lineata,283549,0,283549,11.609999656677246,11.926885604858398
-67.7933273315,40.6599998474,84,1981, 7,Edwardsiella lineata,283549,84,283549,12.045999526977539,14.2420654296875
91.637833,-65.1605,1226,  NA,"NA",Edwardsiella lineata,283549,1226,283549,-1.472000002861023,1.0170639753341675
148.23333,-42.59667,85,  NA,"NA",Edwardsiella lineata,283549,85,283549,14.692000389099121,14.425345420837402
147.61842,-19.30847,26,  NA,"NA",Edwardsiella lineata,283549,26,283549,26.143999099731445,25.668058395385742
147.61842,-19.30847,20,  NA,"NA",Edwardsiella lineata,283549,20,283549,26.143999099731445,25.668058395385742
148.23333,-42.59667,50,  NA,"NA",Edwardsiella lineata,283549,50,283549,14.692000389099121,14.425345420837402
-70.8199996948,41.3400001526,9,  NA,"NA",Edwardsiella lineata,283549,9,283549,11.383000373840332,11.016846656799316
147.61842,-19.30847,26,  NA,"NA",Edwardsiella lineata,283549,26,283549,26.143999099731445,25.668058395385742
115.41667,-32,46,  NA,"NA",Edwardsiella lineata,283549,46,283549,21.017000198364258,20.796964645385742
130.76805,-12.4,0,  NA,"NA",Edwardsiella lineata,283549,0,283549,29.509000778198242,28.636730194091797
-71.8499984741,41.2999992371,NA,  NA,"NA",Edwardsiella lineata,283549,0,283549,11.78600025177002,11.458273887634277
115.41667,-32,40,  NA,"NA",Edwardsiella lineata,283549,40,283549,21.017000198364258,20.796964645385742
-70.6800003052,41.5200004578,NA,  NA,"NA",Edwardsiella lineata,283549,0,283549,11.609999656677246,11.926885604858398
148.23333,-42.59667,0,  NA,"NA",Edwardsiella lineata,283549,0,283549,14.692000389099121,14.425345420837402
-71.3232269287,41.4900817871,NA,2003, 8,Edwardsiella lineata,283549,0,283549,11.65999984741211,12.421276092529297
147.61842,-19.30847,26,  NA,"NA",Edwardsiella lineata,283549,26,283549,26.143999099731445,25.668058395385742
147.61842,-19.30847,0,  NA,"NA",Edwardsiella lineata,283549,0,283549,26.143999099731445,25.668058395385742
151.22667,-34.11923,100,  NA,"NA",Edwardsiella lineata,283549,100,283549,20.270000457763672,18.9669246673584
130.76805,-12.4,15,  NA,"NA",Edwardsiella lineata,283549,15,283549,29.509000778198242,28.636730194091797
-70.5023727417,41.771068573,NA,2007, 7,Edwardsiella lineata,283549,0,283549,10.730999946594238,10.707670211791992
-70.6800003052,41.5200004578,NA,  NA,"NA",Edwardsiella lineata,283549,0,283549,11.609999656677246,11.926885604858398
147.61842,-19.30847,26,  NA,"NA",Edwardsiella lineata,283549,26,283549,26.143999099731445,25.668058395385742
-70.9122161865,41.5430603027,NA,1887, 8,Edwardsiella lineata,283549,0,283549,11.616999626159668,12.271316528320312
151.22667,-34.11923,100,  NA,"NA",Edwardsiella lineata,283549,100,283549,20.270000457763672,18.9669246673584
147.61842,-19.30847,0,  NA,"NA",Edwardsiella lineata,283549,0,283549,26.143999099731445,25.668058395385742
-70.9122161865,41.5430603027,NA,1882, 8,Edwardsiella lineata,283549,0,283549,11.616999626159668,12.271316528320312
153.562,-27.345,50,  NA,"NA",Edwardsiella lineata,283549,50,283549,24.1200008392334,23.27046012878418
-70.9122161865,41.5430603027,NA,  NA, 8,Edwardsiella lineata,283549,0,283549,11.616999626159668,12.271316528320312
-71.8499984741,41.2999992371,4.5,  NA,"NA",Edwardsiella lineata,283549,4.5,283549,11.78600025177002,11.458273887634277
147.61842,-19.30847,26,  NA,"NA",Edwardsiella lineata,283549,26,283549,26.143999099731445,25.668058395385742
151.22667,-34.11923,100,  NA,"NA",Edwardsiella lineata,283549,100,283549,20.270000457763672,18.9669246673584
115.41667,-32,46,  NA,"NA",Edwardsiella lineata,283549,46,283549,21.017000198364258,20.796964645385742
-70.6800003052,41.5200004578,NA,  NA,"NA",Edwardsiella lineata,283549,0,283549,11.609999656677246,11.926885604858398
147.61842,-19.30847,26,  NA,"NA",Edwardsiella lineata,283549,26,283549,26.143999099731445,25.668058395385742
130.76805,-12.4,10,  NA,"NA",Edwardsiella lineata,283549,10,283549,29.509000778198242,28.636730194091797
148.23333,-42.59667,85,  NA,"NA",Edwardsiella lineata,283549,85,283549,14.692000389099121,14.425345420837402
-72.8300018311,41.25,NA,  NA,"NA",Edwardsiella lineata,283549,0,283549,12.564000129699707,12.455327987670898
115.41667,-32,46,  NA,"NA",Edwardsiella lineata,283549,46,283549,21.017000198364258,20.796964645385742
115.41667,-32,46,  NA,"NA",Edwardsiella lineata,283549,46,283549,21.017000198364258,20.796964645385742
153.562,-27.345,50,  NA,"NA",Edwardsiella lineata,283549,50,283549,24.1200008392334,23.27046012878418
115.41667,-32,46,  NA,"NA",Edwardsiella lineata,283549,46,283549,21.017000198364258,20.796964645385742
148.23333,-42.59667,85,  NA,"NA",Edwardsiella lineata,283549,85,283549,14.692000389099121,14.425345420837402
