decimalLongitude,decimalLatitude,depth,year,month,scientificName,aphiaID,depth0,valid_AphiaID,BO_sstmean,BO2_tempmean_bdmean
-5.518022,50.09473,19.5,2012, 9,Cadlina laevis,139134,19.5,139134,12.696000099182129,12.503637313842773
-5.893905,56.65152,5.150000095,2019,10,Cadlina laevis,139134,5.150000095,139134,10.303999900817871,10.265908241271973
-3.039706,50.6486,23.5,1998, 7,Cadlina laevis,139134,23.5,139134,12.821999549865723,12.299128532409668
-6.380665,49.95933,19,2008, 9,Cadlina laevis,139134,19,139134,12.378000259399414,12.620359420776367
-6.333336,55.242,16,2011, 9,Cadlina laevis,139134,16,139134,10.961000442504883,10.785886764526367
-5.772705,57.02361,18.5,1984, 7,Cadlina laevis,139134,18.5,139134,9.46399974822998,10.5888032913208
-5.999346,56.64986,8.5,1997,10,Cadlina laevis,139134,8.5,139134,10.303999900817871,10.265908241271973
-5.86756,55.97648,NA,1990, 4,Cadlina laevis,139134,0,139134,10.598999977111816,10.190509796142578
-2.793026,58.97113,4.5,1996, 7,Cadlina laevis,139134,4.5,139134,9.79800033569336,9.908845901489258
-6.190156,55.25716,8,1984, 8,Cadlina laevis,139134,8,139134,10.803000450134277,10.40473747253418
-6.274834,49.92433,19.5,2010, 9,Cadlina laevis,139134,19.5,139134,12.505999565124512,12.302018165588379
-9.895851,51.75818,14,2014, 7,Cadlina laevis,139134,14,139134,12.404999732971191,12.24328899383545
-2.64770206690973,56.51761358979851,NA,1990, 3,Cadlina laevis,139134,0,139134,9.95300006866455,9.559663772583008
-2.346683,49.44782,22.5,2010, 8,Cadlina laevis,139134,22.5,139134,12.809000015258789,12.698705673217773
-6.6,58.0833,NA,1984, 1,Cadlina laevis,139134,0,139134,9.800000190734863,10.537750244140625
-6.354812,49.88744,20,2016, 9,Cadlina laevis,139134,20,139134,12.456999778747559,10.894877433776855
-7.761021,55.18948,8.69999981,1993, 7,Cadlina laevis,139134,8.69999981,139134,10.192000389099121,11.375077247619629
-4.748387,54.11733,8.5,2014, 8,Cadlina laevis,139134,8.5,139134,11.406000137329102,10.944886207580566
-2.089484,55.87722,5.5,1981, 2,Cadlina laevis,139134,5.5,139134,10.168000221252441,9.3973970413208
