decimalLongitude,decimalLatitude,depth,year,month,scientificName,aphiaID,depth0,valid_AphiaID,BO_sstmean,BO2_tempmean_bdmean
0.153584,50.75261,5,1995, 6,Chondrus crispus,145625,5,145625,12.581999778747559,12.263443946838379
11.34243,58.21048,1,1998, 7,Chondrus crispus,145625,1,145625,10.11299991607666,10.059202194213867
-3.563873,50.33533,NA,1994,10,Chondrus crispus,145625,0,145625,NA,NA
-4.884717,51.71953,NA,1979, 3,Chondrus crispus,145625,0,145625,NA,NA
11.37823,58.25097,4,2009, 8,Chondrus crispus,145625,4,145625,10.11299991607666,10.059202194213867
-4.261133561971778,52.24625772258876,NA,2009, 5,Chondrus crispus,145625,0,145625,12.225000381469727,11.973807334899902
-4.923657944809776,51.6011727684623,NA,2000, 8,Chondrus crispus,145625,0,145625,12.206999778747559,11.037025451660156
-4.264871,52.24524,NA,2012, 5,Chondrus crispus,145625,0,145625,12.225000381469727,11.973807334899902
-4.247614,53.17601,NA,2018, 6,Chondrus crispus,145625,0,145625,NA,NA
-70.5899963379,41.5200004578,NA,1905, 8,Chondrus crispus,145625,0,145625,11.399999618530273,11.87672233581543
-2.7934984000826906,51.56071862097038,NA,2002, 4,Chondrus crispus,145625,0,145625,12.677000045776367,12.434137344360352
11.8879,57.49968,7,2010, 7,Chondrus crispus,145625,7,145625,10.083000183105469,9.79826545715332
-5.701012,54.24823,NA,1985, 5,Chondrus crispus,145625,0,145625,NA,NA
11.76059,58.29108,3.93,2012, 9,Chondrus crispus,145625,3.93,145625,9.61299991607666,10.238886833190918
-9.1099712,53.15810484,NA,2021, 1,Chondrus crispus,145625,0,145625,12.0600004196167,11.810317039489746
-6.363335,49.88667,13.5,2009, 6,Chondrus crispus,145625,13.5,145625,12.456999778747559,10.894877433776855
-5.894992,54.633,NA,2015, 8,Chondrus crispus,145625,0,145625,10.713000297546387,10.990221977233887
11.89516,57.43337,7,2007, 7,Chondrus crispus,145625,7,145625,9.630999565124512,9.8890838623046875
11.33527,58.28575,0.5,1997, 8,Chondrus crispus,145625,0.5,145625,10.055000305175781,9.843652725219727
-3.088992,59.14591,NA,1996, 6,Chondrus crispus,145625,0,145625,9.079999923706055,9.951580047607422
1.04317,49.92233,NA,2009, 9,Chondrus crispus,145625,0,145625,12.647000312805176,12.70630168914795
-70.881652832,42.5215988159,NA,2003, 8,Chondrus crispus,145625,0,145625,10.32699966430664,10.960347175598145
11.37783,58.251,0.5,2005, 8,Chondrus crispus,145625,0.5,145625,10.11299991607666,10.059202194213867
-4.692965,52.87347,7,1998, 8,Chondrus crispus,145625,7,145625,11.781999588012695,11.635832786560059
-5.70567,54.66783,NA,2004, 7,Chondrus crispus,145625,0,145625,NA,NA
1.441033,51.38927,NA,1993, 1,Chondrus crispus,145625,0,145625,12.460000038146973,12.352057456970215
11.33533,58.28567,0.5,2001, 7,Chondrus crispus,145625,0.5,145625,10.055000305175781,9.843652725219727
-4.20871880434228,53.19055528298422,NA,2010, 7,Chondrus crispus,145625,0,145625,NA,NA
-61.69155,47.47823,10.5,1966, 6,Chondrus crispus,145625,10.5,145625,6.801000118255615,6.646083831787109
-5.610695,54.4622,NA,2006, 5,Chondrus crispus,145625,0,145625,10.734999656677246,11.007487297058105
-5.572343,54.38913,9.25,2015, 5,Chondrus crispus,145625,9.25,145625,10.614999771118164,11.075872421264648
-3.415763506447279,51.38848716165929,NA,2004, 8,Chondrus crispus,145625,0,145625,12.467000007629395,12.275665283203125
-0.1105783,54.13297,4.5,2019, 8,Chondrus crispus,145625,4.5,145625,10.331999778747559,10.478994369506836
11.33105,58.29883,8,1997, 8,Chondrus crispus,145625,8,145625,10.055000305175781,9.843652725219727
11.37783,58.251,4,2000, 7,Chondrus crispus,145625,4,145625,10.11299991607666,10.059202194213867
-4.264015209793564,52.24530315651082,NA,2007, 5,Chondrus crispus,145625,0,145625,12.225000381469727,11.973807334899902
-69.9726028442,41.8348999023,NA,2007,10,Chondrus crispus,145625,0,145625,10.387999534606934,11.443180084228516
12.10843,57.204,2.9,2010, 8,Chondrus crispus,145625,2.9,145625,10.107000350952148,9.535701751708984
11.34208,58.21012,0,2010, 7,Chondrus crispus,145625,0,145625,10.11299991607666,10.059202194213867
-4.4422,48.34053,NA,2007, 1,Chondrus crispus,145625,0,145625,13.23799991607666,12.933406829833984
-4.264034,52.24607,NA,2007, 5,Chondrus crispus,145625,0,145625,12.225000381469727,11.973807334899902
-5.897728,56.65534,NA,1990, 6,Chondrus crispus,145625,0,145625,10.303999900817871,10.265908241271973
-6.513338,55.23817,NA,2015, 5,Chondrus crispus,145625,0,145625,10.956000328063965,10.778029441833496
1.04317,49.92233,NA,2015,10,Chondrus crispus,145625,0,145625,12.647000312805176,12.70630168914795
0.26257,49.72997,NA,2017, 4,Chondrus crispus,145625,0,145625,12.699000358581543,12.653528213500977
-70.8300018311,41.4300003052,11.425,1904, 7,Chondrus crispus,145625,11.425,145625,11.626999855041504,11.886940002441406
-5.53108626,54.64313547,NA,2020, 9,Chondrus crispus,145625,0,145625,10.800000190734863,10.968363761901855
-6.736377,58.19591,NA,1993, 9,Chondrus crispus,145625,0,145625,NA,NA
