decimalLongitude,decimalLatitude,depth,year,month,scientificName,aphiaID,depth0,valid_AphiaID,BO_sstmean,BO2_tempmean_bdmean
174,-41.28,NA,2010, 5,Didemnum vexillum,250126,0,250126,14.979000091552734,14.282917022705078
-70.7376022339,42.5766983032,NA,2009, 9,Didemnum vexillum,250126,0,250126,9.95300006866455,10.930051803588867
-124.2198,40.72908,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.406999588012695,11.562639236450195
-69.9726028442,41.8348999023,NA,2007, 6,Didemnum vexillum,250126,0,250126,10.387999534606934,11.443180084228516
-69.9726028442,41.8348999023,NA,2009, 7,Didemnum vexillum,250126,0,250126,10.387999534606934,11.443180084228516
-70.8818206787,42.5213317871,NA,2007, 6,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
-71.5172653198,41.3877410889,NA,2009, 7,Didemnum vexillum,250126,0,250126,11.920999526977539,12.694446563720703
-69.9529037476,41.8087005615,NA,2007, 5,Didemnum vexillum,250126,0,250126,10.387999534606934,11.443180084228516
-5.645836,54.48917,NA,2012, 9,Didemnum vexillum,250126,0,250126,10.734999656677246,11.007487297058105
-69.6408233643,43.844379425,NA,2007, 7,Didemnum vexillum,250126,0,250126,9.371999740600586,8.96927261352539
-70.5023727417,41.771068573,NA,2007, 7,Didemnum vexillum,250126,0,250126,10.730999946594238,10.707670211791992
-70.8818206787,42.5213317871,NA,2007, 7,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
-70.9886322021,42.3218078613,NA,2009, 8,Didemnum vexillum,250126,0,250126,10.116999626159668,11.0643310546875
-5.647501,54.49,NA,2015, 9,Didemnum vexillum,250126,0,250126,10.734999656677246,11.007487297058105
-71.5172653198,41.3877410889,NA,2009, 8,Didemnum vexillum,250126,0,250126,11.920999526977539,12.694446563720703
-70.8809814453,42.5211181641,NA,2007,11,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
-70.8862991333,42.5402984619,NA,2009, 7,Didemnum vexillum,250126,0,250126,NA,NA
-71.0349655151,42.3432922363,NA,2009, 7,Didemnum vexillum,250126,0,250126,10.550999641418457,11.275287628173828
-71.5172653198,41.3877410889,NA,2009, 9,Didemnum vexillum,250126,0,250126,11.920999526977539,12.694446563720703
-70.8862991333,42.5402984619,NA,2009, 6,Didemnum vexillum,250126,0,250126,NA,NA
-123.67083,48.98528,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,10.979999542236328,10.83997631072998
-5.645836,54.48917,NA,2013, 8,Didemnum vexillum,250126,0,250126,10.734999656677246,11.007487297058105
-69.9726028442,41.8348999023,NA,2007,10,Didemnum vexillum,250126,0,250126,10.387999534606934,11.443180084228516
-70.654723,41.7427548,0.1,  NA,"NA",Didemnum vexillum,250126,0.1,250126,10.911999702453613,11.784921646118164
-70.6663665771,41.961933136,NA,2009, 9,Didemnum vexillum,250126,0,250126,10.401000022888184,11.505513191223145
-71.0488967896,42.3573989868,NA,2009, 9,Didemnum vexillum,250126,0,250126,10.460000038146973,11.167073249816895
-70.7105331421,43.0717163086,NA,2003, 8,Didemnum vexillum,250126,0,250126,9.848999977111816,10.608766555786133
-71.5172653198,41.3877410889,NA,2009,12,Didemnum vexillum,250126,0,250126,11.920999526977539,12.694446563720703
-122.39167,37.79453,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,14.126999855041504,12.560402870178223
-70.886932373,42.5400009155,NA,2005, 9,Didemnum vexillum,250126,0,250126,NA,NA
-70.6717,41.5233,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.609999656677246,11.926885604858398
-124.21417,40.752979,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.631999969482422,11.443428039550781
-70.4825,41.7685,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,10.730999946594238,10.707670211791992
-70.6262283325,41.7385787964,NA,2007, 7,Didemnum vexillum,250126,0,250126,10.911999702453613,11.784921646118164
-3.571365,50.35309,5,2017,10,Didemnum vexillum,250126,5,250126,NA,NA
-123.0479,38.322804,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,12.35200023651123,12.352892875671387
-70.8809814453,42.5211181641,NA,2007,11,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
1.3140893,51.380808,NA,2011, 9,Didemnum vexillum,250126,0,250126,12.460000038146973,12.352057456970215
-122.93289,38.199339,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,12.484000205993652,12.40553092956543
-122.40601,37.80852,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,13.91100025177002,12.610156059265137
-69.5497,43.82,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,9.37399959564209,6.900818824768066
-70.8554992676,42.5463485718,NA,2007, 8,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
-70.56,41.46,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.793999671936035,11.908997535705566
-4.8581135,55.773664,NA,2009,11,Didemnum vexillum,250126,0,250126,NA,NA
-71.0349655151,42.3432922363,NA,2009, 9,Didemnum vexillum,250126,0,250126,10.550999641418457,11.275287628173828
-122.45625,37.87256,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,14.354000091552734,12.577213287353516
-120.85518,35.36912,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,13.300999641418457,13.81305980682373
-123.05113,38.334,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,12.102999687194824,10.192948341369629
-5.642835,54.49016,NA,2014, 8,Didemnum vexillum,250126,0,250126,10.734999656677246,11.007487297058105
-70.9016723633,42.2795677185,NA,2009, 8,Didemnum vexillum,250126,0,250126,10.116999626159668,11.0643310546875
-70.8818206787,42.5213317871,NA,2007, 7,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
-70.7105331421,43.0717163086,NA,2003, 8,Didemnum vexillum,250126,0,250126,9.848999977111816,10.608766555786133
-70.8862991333,42.5402984619,NA,2008, 6,Didemnum vexillum,250126,0,250126,NA,NA
-122.50041,37.874328,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.98900032043457,12.56478500366211
-70.6717,41.5233,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.609999656677246,11.926885604858398
-71.0349655151,42.3432922363,NA,2009, 7,Didemnum vexillum,250126,0,250126,10.550999641418457,11.275287628173828
-70.7376022339,42.5766983032,NA,2007, 7,Didemnum vexillum,250126,0,250126,9.95300006866455,10.930051803588867
-5.646661,54.51784,NA,2012, 9,Didemnum vexillum,250126,0,250126,10.734999656677246,11.007487297058105
-122.93289,38.199339,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,12.484000205993652,12.40553092956543
-69.5883,43.895,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,8.807000160217285,9.932456970214844
-69.9529037476,41.8087005615,NA,2007, 6,Didemnum vexillum,250126,0,250126,10.387999534606934,11.443180084228516
-69.9726028442,41.8348999023,NA,2007, 4,Didemnum vexillum,250126,0,250126,10.387999534606934,11.443180084228516
-71.0769271851,41.5136184692,NA,2003, 8,Didemnum vexillum,250126,0,250126,11.555999755859375,12.322417259216309
-122.47763,37.91464,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.98900032043457,12.56478500366211
-70.6262283325,41.7385787964,NA,2003, 8,Didemnum vexillum,250126,0,250126,10.911999702453613,11.784921646118164
-119.2077,34.14775,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,NA,NA
1.190691,51.37837,NA,2016, 1,Didemnum vexillum,250126,0,250126,12.390000343322754,12.371831893920898
-70.8862991333,42.5402984619,NA,2008, 8,Didemnum vexillum,250126,0,250126,NA,NA
-70.8554992676,42.5463485718,NA,2007, 8,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
174.05,-41.25,NA,2002, 5,Didemnum vexillum,250126,0,250126,14.829999923706055,14.440839767456055
-70.8382034302,42.5004005432,NA,2007, 7,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
-123.671,48.985,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,10.979999542236328,10.83997631072998
-124.21915,40.73271,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.406999588012695,11.562639236450195
-70.1540985107,41.751701355,NA,2008, 9,Didemnum vexillum,250126,0,250126,NA,NA
-70.6524734497,42.613117218,NA,2009, 6,Didemnum vexillum,250126,0,250126,10.267999649047852,10.931097030639648
-71.0488967896,42.3573989868,NA,2009, 8,Didemnum vexillum,250126,0,250126,10.460000038146973,11.167073249816895
-124.19621,40.77813,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,11.631999969482422,11.443428039550781
-69.9529037476,41.8087005615,NA,2007, 5,Didemnum vexillum,250126,0,250126,10.387999534606934,11.443180084228516
-67.0125,44.8893,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,8.46399974822998,8.514484405517578
-71.0769271851,41.5136184692,NA,2003, 8,Didemnum vexillum,250126,0,250126,11.555999755859375,12.322417259216309
-4.633333333333,53.316666666667,NA,2015, 1,Didemnum vexillum,250126,0,250126,11.487000465393066,11.29372787475586
-70.04,41.9253,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,10.569000244140625,11.35490608215332
-69.9726028442,41.8348999023,NA,2009, 9,Didemnum vexillum,250126,0,250126,10.387999534606934,11.443180084228516
-70.8663024902,42.5276985168,NA,2008, 8,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
-71.0349655151,42.3432922363,NA,2009, 8,Didemnum vexillum,250126,0,250126,10.550999641418457,11.275287628173828
-70.7376022339,42.5766983032,NA,2007, 7,Didemnum vexillum,250126,0,250126,9.95300006866455,10.930051803588867
-70.8554992676,42.5463485718,NA,2007, 8,Didemnum vexillum,250126,0,250126,10.32699966430664,10.960347175598145
-69.5497,43.82,NA,  NA,"NA",Didemnum vexillum,250126,0,250126,9.37399959564209,6.900818824768066
