decimalLongitude,decimalLatitude,depth,year,month,scientificName,aphiaID,depth0,valid_AphiaID,BO_sstmean,BO2_tempmean_bdmean
-3.777305171379767,53.32904330124024,NA,2001, 8,Hiatella arctica,140103,0,140103,11.49899959564209,11.354255676269531
43.638333333333335,67.02416666666667,13,1984, 7,Hiatella arctica,140103,13,140103,3.0899999141693115,3.0159099102020264
-3.997166,50.30306,NA,1995,10,Hiatella arctica,140103,0,140103,12.656000137329102,11.940855026245117
-68.087494,49.200326,26.2,2009, 7,Hiatella arctica,140103,26.2,140103,5.216000080108643,4.746652126312256
-7.012803,55.1918,NA,2007, 4,Hiatella arctica,140103,0,140103,11.039999961853027,11.03547191619873
-4.79902,54.09122,NA,1994, 5,Hiatella arctica,140103,0,140103,11.406000137329102,10.944886207580566
-3.70395,50.16259,65,2014, 1,Hiatella arctica,140103,65,140103,12.539999961853027,11.425928115844727
9.7979,54.8448,5,1991, 9,Hiatella arctica,140103,5,140103,10.522000312805176,10.562084197998047
-66.1999969482,42.516998291,203,1965,10,Hiatella arctica,140103,203,140103,8.92199993133545,10.927106857299805
-5.793195,54.66741,NA,1976,11,Hiatella arctica,140103,0,140103,11.031999588012695,10.95908260345459
-5.550393,54.7947,NA,2006, 8,Hiatella arctica,140103,0,140103,10.991999626159668,9.822044372558594
17.682333333333,70.945833333333,244.55,2010, 8,Hiatella arctica,140103,244.55,140103,7.486999988555908,6.001156806945801
-131.449996948,52.4700012207,53.5,1998,"NA",Hiatella arctica,140103,53.5,140103,10.201000213623047,9.982873916625977
-70.5,42.6669998169,92,1963, 5,Hiatella arctica,140103,92,140103,10.543999671936035,6.482072830200195
-6.283815,49.91639,NA,1983, 3,Hiatella arctica,140103,0,140103,12.505999565124512,12.302018165588379
-63.783333,46.533333,NA,1945,"NA",Hiatella arctica,140103,0,140103,7.574999809265137,6.877313137054443
-4.794995,54.09802,30,1998, 3,Hiatella arctica,140103,30,140103,11.406000137329102,10.944886207580566
-68.481041,49.008316,32,2017, 7,Hiatella arctica,140103,32,140103,5.065000057220459,3.0767650604248047
-4.796162,54.08717,NA,1994, 8,Hiatella arctica,140103,0,140103,11.406000137329102,10.944886207580566
-69,41.4000015259,150,1968, 8,Hiatella arctica,140103,150,140103,11.286999702453613,9.960320472717285
-1.597626,55.52868,17,1992, 6,Hiatella arctica,140103,17,140103,10.02400016784668,9.330974578857422
-80.3516693115,31.6800003052,26,1981, 4,Hiatella arctica,140103,26,140103,22.295000076293945,23.35927391052246
-4.257704607599787,51.555168731290095,NA,2001, 9,Hiatella arctica,140103,0,140103,11.954999923706055,11.866582870483398
-7.61210754,52.08561285,4,2016,10,Hiatella arctica,140103,4,140103,11.663000106811523,12.37595272064209
-4.931527,50.5675,NA,1988, 6,Hiatella arctica,140103,0,140103,NA,NA
26.55,39.01,NA,1986, 6,Hiatella arctica,140103,0,140103,18.78499984741211,17.64204216003418
-5.676591967195412,56.684264421126024,NA,2006, 7,Hiatella arctica,140103,0,140103,9.135000228881836,10.616983413696289
-1.35062,60.2065,29,2007, 9,Hiatella arctica,140103,29,140103,9.234999656677246,9.517936706542969
0.1562796,50.75265,NA,1984, 1,Hiatella arctica,140103,0,140103,12.581999778747559,12.263443946838379
-5.171613,56.68991,NA,2011, 8,Hiatella arctica,140103,0,140103,7.159999847412109,10.432856559753418
0.71585,53.38888,29,2008,11,Hiatella arctica,140103,29,140103,10.72599983215332,10.544815063476562
